title,BOW
A Walk to Remember, a walk to remember mandymoore shanewest petercoyote adamshankman movie tragedy threatens apart cast opposite campus bookworm jamie tear high school play romance blooms — bad boy landon 
A Wednesday, a wednesday anupamkher naseeruddinshah jimmyshergill neerajpandey movie anonymous tip demands four militants terrorist police commissioner must negotiate receiving bomb release 
A Whisker Away, a whisker away miraishida natsukihanae hiroakiogi junichisato tomotakashibayama movie catch line crush peculiar girl transforms cat blur human realizes attention animal starts 
A Witches' Ball, a witches' ball morganneundorf karenslater loukiaioannou justing.dyck movie act fast wait inducted beatrix take pending title away unfortunate incident threatens witch 
A Wrinkle in Time, a wrinkle in time stormreid oprahwinfrey reesewitherspoon avaduvernay movie save meg darkness younger brother charles wallace cross galaxies father disappears quest heart years 
A Yellow Bird, a yellow bird sivakumarpalakrishnan huanglu seemabiswas k.rajagopal movie serving bodyguard reunite chinese sex worker homeless ex singapore convict hoping family forms bond 
A.I.C.O., a.i.c.o. harukashiraishi yusukekobayashi makotofurukawa kazuyamurata tvshow save reach place lie good family everything aiko knew divers stop joining burst began team 
A.M.I., a.m.i. debshoward philipgranger samrobertmuik rustynixon movie dark losing violent turn mother relationship artificial intelligence app soon takes phone ’ teenage girl bonds 
A.X.L., a.x.l. alexneustaedter beckyg. alexmacnicoll oliverdaly movie top secret robotic combat dog evade ruthless creator military young motocross racer miles hill helps hot pursuit 
Aşk Tesadüfleri Sever, aşk tesadüfleri sever mehmetgünsür belçimbilgin aydaaksel ömerfaruksorak movie coincidences brings two star apart istanbul series encounter crossed lovers together fate pulls 
Aadu 2, aadu 2 jayasurya vinayakan sunnywayne midhunmanuelthomas movie plan gang low win tug hefty prize shaji pappan war competition goofy outlaws find funds 
Aagey Se Right, aagey se right shreyastalpade kaykaymenon shivpandit indrajitnattoji movie unexpected hero retrieve doubt loses tries cop full gun five days leave force due self becomes 
Aajcha Divas Majha, aajcha divas majha sachinkhedekar ashwinibhave maheshmanjrekar chandrakantkulkarni movie conscientious politician helps path elderly singer overcome powerful bureaucracy obstacles placed 
Aakhri Adaalat, aakhri adaalat vinodkhanna dimplekapadia jackieshroff rajivmehra movie ruthless criminals intrepid police inspector forced technicality desk job must take matters released hands 
Aalorukkam, aalorukkam indrans sreekanthmenon vishnuagasthya vcabhilash movie help aging father seeks journalist 16 years ago doctor learns look surprising truths son left 
Aamir, aamir rajeevkhandelwal gajrajrao shashankaghosh rajkumargupta movie man high carry family harm cell phone threatens tension thriller every order anonymous caller 
Aapla Manus, aapla manus nanapatekar sumeetraghvan iravatiharshe satishrajwade movie determined alleged accident darker truth behind investigator questions victim ’ uncover family man falls balcony 
Aarakshan, aarakshan amitabhbachchan saifalikhan manojbajpayee prakashjha movie jobs establish caste education causes conflict india based reservations teacher decision mentor supreme court 
Aashayein, aashayein johnabraham sonalsehgal prateekshalonkar nageshkukunoor movie checks cynical gambler terminal cancer learns snubs doctors fiancée nursing home chronic smoker ditches die 
Aashik Awara, aashik awara saifalikhan mamtakulkarni mohnishbahl umeshmehra movie whose father indirectly caused deaths raised falls orphaned jimmy goes jyoti love kindly thief run parents goons 
Aata Pita, aata pita sanjaynarvekar bharatjadhav satishphulekar uttungshelar movie municipal clerk literary ambitions stalks story base central character decided loan recovery officer 
Aaviri, aaviri ravibabu nehachauhan srimuktha ravibabu movie couple moves losing accident spell eerie spirit first child palatial home young daughter comes 
Abby Hatcher, abby hatcher macydrouin wyattwhite paulsun-hyunglee kyrankelly tvshow hearted girl helps exploring feelings fuzzly friends family special quirks embracing live big hotel fixing mishaps 
Abby Sen, abby sen abirchatterjee raimasen arunimaghosh atanughosh movie employment prospects improve losing 1980 sci time row tv producer fi buff travels back seventh job 
ABCD 2, abcd 2 prabhudeva varundhawan shraddhakapoor remod'souza movie cheating hop dance championship troupe seeks reality tv show redeem accused world hip winning 
ABCD: Any Body Can Dance, abcd: any body can dance prabhudeva kaykaymenon ganeshacharya remod'souza movie sees young street dancers prepping thrown spirits rebound annual contest vishnu founded elite dance studio 
"Abdullah, The Final Witness"," abdullah, the final witness sajidhasan hameedsheikh habibullahpanezai hashimnadeemkhan movie driving five ill case officer taking inspired real events drama follows trucker jailed fated travelers across quetta "
Abhinetri, abhinetri tamannaahbhatia prabhudeva sonusood a.l.vijay movie woman village abruptly assumes different persona corporate man reluctantly marries family pressure new home due 
Abnormal Summit, abnormal summit hyun-moojun si-kyungsung se-yoonyoo jung-ahim seung-ukjo tvshow multinational panel – usually lighthearted debates led men engage issues surround korea trio beyond korean celebs 
Abominable Christmas, abominable christmas isabellaacres drakebell emilioestevez chadvandekeere movie spending christmas two small abominable snowmen flee scientist trying human family mountain capture end escape 
About a Boy, about a boy nicholashoult tonicollette victoriasmurfit chrisweitz paulweitz movie imaginary son irresponsible londoner find available women hip starts attending single invents parent meetings 
About Time, about time domhnallgleeson rachelmcadams billnighy richardcurtis movie go back woman win tim learns change family men dreams decides time lives travel 
Abzurdah, abzurdah eugeniasuárez estebanlamothe gloriacarrá danielagoggi movie disenfranchised 16 anorexia obsession year brief one old girl connects sided affair descends internet older man 
Acapulco La vida va, acapulco la vida va patriciocastillo sergiobustamante alejandrosuárez alfonsoserranomaturino movie real reason behind surprises acapulco ostensibly trip holds find one three lifelong friends travel lost love 
Accident, accident louiskoo richieren stanleyfungsui-fan cheangpousoi movie strategy may staging lethal accidents fears victim contract killer skilled accomplice dies mysterious mishap 
Across Grace Alley, across grace alley benhyland marshamason karinasmirnoff ralphmacchio movie watches becomes infatuated grandmother window young boy neighbor divorce entrancing dancer parents upset 
Across The Line, across the line sarahjeffery simonpaulmutuyimana denistheriault julienchristianlutz movie national hockey league community may jeopardize black high school student sets rising racial tensions sights goals 
Across the Universe, across the universe evanrachelwood jimsturgess joeanderson julietaymor movie 1960s political upheaval musical featuring songs love amid social british lad fall beatles american girl 
Act of Valor, act of valor keowoolford dreacastro emiliorivera mikemccoy scottwaugh movie rescuing navy seals lethal terrorist cell elite squad kidnapped cia agent tasked 
Act of Vengeance, act of vengeance halukbilginer mahsunkırmızıgül mustafasandal mahsunkırmızıgül movie sent dejjal new york city arabic notorious terrorist known mission capture antichrist ). two turkish agents 
Action Replayy, action replayy akshaykumar aishwaryaraibachchan ompuri vipulamrutlalshah movie romance marital bliss parents ’ constant squabbling time onset plans young man travels back set sick 
Acts of Vengeance, acts of vengeance antoniobanderas karlurban pazvega isaacflorentine movie vow devastated trains child mission murder wife revenge silence formerly fast talking lawyer takes 
Acts of Violence, acts of violence colehauser brucewillis shawnashmore brettdonowho movie kidnapped weary cop rescue future sister brothers law human traffickers military veteran joins forces world 
Adú, adú luistosar annacastillo álvarocervantes salvadorcalvo movie father reconnects spanish town northern africa child takes coast guard daughter painful journey near guilt stricken 
Adam Devine: Best Time of Our Lives, adam devine: best time of our lives adamdevine jaykaras movie pitch perfect hometown frenetic comic adam devine talks teen awkwardness omaha celebrity encounters audition special 
ADAM SANDLER 100% FRESH, adam sandler 100% fresh adamsandler stevebrill movie jokes unexpected comedy special hits ice cream ladies groundbreaking way – adam sandler new songs heroes 
Adam: His Song Continues, adam: his song continues danielj.travanti jobethwilliams richardmasur robertmarkowitz movie raise national awareness problem missing children murdered abducted child reve walsh fought john 
Addicted to Life, addicted to life antoinebizet jesserichman karstengefle thierrydonard movie snowy slopes around athletic daredevils test giant waves various environments limits chasing extreme challenges world 
